avg_attacker_episode_rewards,avg_defender_episode_rewards,avg_episode_steps,epsilon_values,hack_probability,attacker_cumulative_reward,defender_cumulative_reward,avg_episode_loss_attacker,avg_episode_loss_defender,lr_list,cumulative_hack_probability
-0.94,0.94,6.0,0.467648654838573,0.03,-7206,7206,0.0,0.0,0.0,0.07107142857142858
-0.88,0.88,6.8,0.46299524146283894,0.06,-7294,7294,0.0,0.0,0.0,0.07094117647058823
-0.88,0.88,6.91,0.4583881326275357,0.06,-7382,7382,0.0,0.0,0.0,0.07081395348837209
-0.88,0.88,6.33,0.45382686757186447,0.06,-7470,7470,0.0,0.0,0.0,0.0706896551724138
-0.96,0.96,5.74,0.4493109901199013,0.02,-7660,7660,0.0,0.0,0.0,0.0696629213483146
-0.88,0.88,6.26,0.44484004863497356,0.06,-7748,7748,0.0,0.0,0.0,0.06955555555555555
-0.88,0.88,6.02,0.4404135959744933,0.06,-7836,7836,0.0,0.0,0.0,0.06945054945054945
-0.96,0.96,7.05,0.4360311894452362,0.02,-7932,7932,0.0,0.0,0.0,0.06891304347826087
-0.9,0.9,5.43,0.4316923907590687,0.05,-8022,8022,0.0,0.0,0.0,0.06870967741935484
-0.82,0.82,6.41,0.42739676598911336,0.09,-8104,8104,0.0,0.0,0.0,0.06893617021276596
-0.88,0.88,6.15,0.42314388552635285,0.06,-8192,8192,0.0,0.0,0.0,0.0688421052631579
-0.84,0.84,6.04,0.4189333240366638,0.08,-8276,8276,0.0,0.0,0.0,0.06895833333333333
-0.74,0.74,5.74,0.41476466041827703,0.13,-8350,8350,0.0,0.0,0.0,0.06958762886597938
-0.96,0.96,6.66,0.41063747775966636,0.02,-8446,8446,0.0,0.0,0.0,0.06908163265306122
-0.84,0.84,5.92,0.4065513632978508,0.08,-8604,8604,0.0,0.0,0.0,0.0698
-0.72,0.72,6.54,0.40250590837711264,0.14,-8676,8676,0.0,0.0,0.0,0.07049504950495049
-0.86,0.86,6.34,0.39850070840813034,0.07,-8762,8762,0.0,0.0,0.0,0.07049019607843138
-0.8,0.8,6.51,0.39453536282751267,0.1,-8842,8842,0.0,0.0,0.0,0.07077669902912621
-0.92,0.92,6.15,0.3906094750577395,0.04,-8934,8934,0.0,0.0,0.0,0.07048076923076924
-0.92,0.92,6.07,0.3867226524674988,0.04,-9026,9026,0.0,0.0,0.0,0.07019047619047619
-0.92,0.92,5.76,0.38287450633242015,0.04,-9118,9118,0.0,0.0,0.0,0.06990566037735849
-0.96,0.96,5.88,0.3790646517961982,0.02,-9214,9214,0.0,0.0,0.0,0.0694392523364486
-0.92,0.92,6.33,0.375292707832101,0.04,-9306,9306,0.0,0.0,0.0,0.06916666666666667
-0.92,0.92,6.82,0.37155829720486555,0.04,-9398,9398,0.0,0.0,0.0,0.06889908256880733
